,reviews,POS tagged,Lemma,Sentiment,Analysis
414, I called customer service before my flight because I was nervous about traveling with my wedding dress She assured me I could just ask for help from the flight attendants with my dress to make sure it doesn t get squished in the overhead bin When I boarded I asked the flight attendant at the front for help and he laughed at me and told me there s nothing they can do to help me and then when I got by the seat I chose I asked another flight attendant for help and she said the same thing Horrible experience They didn t even act like they cared about getting my expensive wedding dress to my wedding safely I m very annoyed and won t be flying with them again ,"[('called', 'v'), ('customer', 'n'), ('service', 'n'), ('flight', 'n'), ('nervous', 'a'), ('traveling', 'v'), ('wedding', 'n'), ('dress', 'n'), ('assured', 'v'), ('could', None), ('ask', 'v'), ('help', 'n'), ('flight', 'n'), ('attendants', 'n'), ('dress', 'n'), ('make', 'v'), ('sure', 'a'), ('get', 'v'), ('squished', 'v'), ('overhead', 'a'), ('bin', 'n'), ('boarded', 'v'), ('asked', 'v'), ('flight', 'n'), ('attendant', 'n'), ('front', 'n'), ('help', 'n'), ('laughed', 'v'), ('told', 'v'), ('nothing', 'n'), ('help', 'v'), ('got', 'v'), ('seat', 'n'), ('chose', 'v'), ('asked', 'v'), ('another', None), ('flight', 'n'), ('attendant', 'n'), ('help', 'n'), ('said', 'v'), ('thing', 'n'), ('Horrible', 'a'), ('experience', 'n'), ('even', 'r'), ('act', 'v'), ('like', None), ('cared', 'v'), ('getting', 'v'), ('expensive', 'a'), ('wedding', 'n'), ('dress', 'n'), ('wedding', 'v'), ('safely', 'r'), ('annoyed', 'a'), ('flying', 'v')]",  call customer service flight nervous travel wedding dress assure could ask help flight attendant dress make sure get squish overhead bin board ask flight attendant front help laugh tell nothing help get seat choose ask another flight attendant help say thing Horrible experience even act like care get expensive wedding dress wed safely annoyed fly,0.9305,Positive
415, The lady announced for active duty service member to board along with handicap personnel and when I went to board the other lady stated that I cannot board as an active duty service member unless I m in uniform She stated I already told you you cannot board active duty military if you are not in uniform The Navy is not even allowed to travel I m any uniform but dress uniform via commercial plane She was very rude and disrespectful she rolled her eyes and said under her breath something about privileged ,"[('lady', 'n'), ('announced', 'v'), ('active', 'a'), ('duty', 'n'), ('service', 'n'), ('member', 'n'), ('board', 'n'), ('along', None), ('handicap', 'n'), ('personnel', 'n'), ('went', 'v'), ('board', 'n'), ('lady', 'n'), ('stated', 'v'), ('board', 'n'), ('active', 'a'), ('duty', 'n'), ('service', 'n'), ('member', 'n'), ('unless', None), ('uniform', 'a'), ('stated', 'v'), ('already', 'r'), ('told', 'v'), ('board', 'n'), ('active', 'a'), ('duty', 'n'), ('military', 'a'), ('uniform', 'a'), ('Navy', 'n'), ('even', 'r'), ('allowed', 'v'), ('travel', 'v'), ('uniform', 'a'), ('dress', 'a'), ('uniform', 'a'), ('via', None), ('commercial', 'a'), ('plane', 'n'), ('rude', 'a'), ('disrespectful', 'a'), ('rolled', 'v'), ('eyes', 'n'), ('said', 'v'), ('breath', 'n'), ('something', 'n'), ('privileged', 'a')]",  lady announce active duty service member board along handicap personnel go board lady state board active duty service member unless uniform state already tell board active duty military uniform Navy even allow travel uniform dress uniform via commercial plane rude disrespectful roll eye say breath something privileged,0.836,Positive
416, I fly domestically and internationally a great deal and use Southwest to get from Sacramento to LAX for international connections and to Orange County to visit family One of the flight attendants from Sacramento to Burbank was rude and dismissive and actually embarrassed one traveler in front of the rest of us At Burbank today on the flight back to Sacramento I went to the counter to pay for a better seating position and the attendant was rude and dismissive Is this a new policy on the part of Southwest I have been flying for years all over the world and most other airlines go out of their way to be kind welcoming and make your journey the most positive experience possible Why not Southwest ,"[('fly', 'v'), ('domestically', 'r'), ('internationally', 'r'), ('great', 'a'), ('deal', 'n'), ('use', 'n'), ('Southwest', 'n'), ('get', 'v'), ('Sacramento', 'n'), ('LAX', 'n'), ('international', 'a'), ('connections', 'n'), ('Orange', 'n'), ('County', 'n'), ('visit', 'v'), ('family', 'n'), ('One', None), ('flight', 'n'), ('attendants', 'n'), ('Sacramento', 'n'), ('Burbank', 'n'), ('rude', 'a'), ('dismissive', 'a'), ('actually', 'r'), ('embarrassed', 'v'), ('one', None), ('traveler', 'n'), ('front', 'n'), ('rest', 'n'), ('us', None), ('Burbank', 'n'), ('today', 'n'), ('flight', 'n'), ('back', 'r'), ('Sacramento', 'n'), ('went', 'v'), ('counter', 'n'), ('pay', 'v'), ('better', 'a'), ('seating', 'n'), ('position', 'n'), ('attendant', 'n'), ('rude', 'a'), ('dismissive', 'a'), ('new', 'a'), ('policy', 'n'), ('part', 'n'), ('Southwest', 'n'), ('flying', 'v'), ('years', 'n'), ('world', 'n'), ('airlines', 'n'), ('go', 'v'), ('way', 'n'), ('kind', 'n'), ('welcoming', 'n'), ('make', 'v'), ('journey', 'n'), ('positive', 'a'), ('experience', 'n'), ('possible', 'a'), ('Southwest', 'v')]",  fly domestically internationally great deal use Southwest get Sacramento LAX international connection Orange County visit family One flight attendant Sacramento Burbank rude dismissive actually embarrass one traveler front rest us Burbank today flight back Sacramento go counter pay good seating position attendant rude dismissive new policy part Southwest fly year world airline go way kind welcoming make journey positive experience possible Southwest,0.8519,Positive
417, Absolutely the worst experience I have ever had flying After about an hour on route they tell us there is an electrical issue with the plane so we turn back around Sounds harmless yet already very much inconvenient Afterwards they take an additional hours to rebook us on another flight that took another hours to get gassed then proceeded to tell me that if I miss my connecting flight it is my fault I will never fly with Southwest again ,"[('Absolutely', 'r'), ('worst', 'a'), ('experience', 'n'), ('ever', 'r'), ('flying', 'n'), ('hour', 'n'), ('route', 'n'), ('tell', 'v'), ('us', None), ('electrical', 'a'), ('issue', 'n'), ('plane', 'n'), ('turn', 'v'), ('back', 'r'), ('around', None), ('Sounds', 'n'), ('harmless', 'a'), ('yet', 'r'), ('already', 'r'), ('much', 'a'), ('inconvenient', 'n'), ('Afterwards', None), ('take', 'v'), ('additional', 'a'), ('hours', 'n'), ('rebook', 'v'), ('us', None), ('another', None), ('flight', 'n'), ('took', 'v'), ('another', None), ('hours', 'n'), ('get', 'v'), ('gassed', 'v'), ('proceeded', 'v'), ('tell', 'v'), ('miss', 'v'), ('connecting', 'n'), ('flight', 'n'), ('fault', 'n'), ('never', 'r'), ('fly', 'v'), ('Southwest', 'n')]",  Absolutely bad experience ever flying hour route tell us electrical issue plane turn back around Sounds harmless yet already much inconvenient Afterwards take additional hour rebook us another flight take another hour get gas proceed tell miss connecting flight fault never fly Southwest,-0.8173,Negative
418, Never have I ever been so poorly treated by Southwest Airlines My husband and myself were supposed to leave Las Vegas headed back to Indianapolis on Monday Nov st at am Instead we got a late email at pm October informing us that are flight is cancelled and we won t be able to fly out until the next day at with a layover Southwest refused to accommodate us with a hotel food nor a different flight to a city close to Indianapolis We had just found out we lost our grandmother and couldn t get home Instead they offered a love flight voucher as if that would cover another night at the Aria or food and drinks for another full day stay We had to miss an extra day of work and had to pay an extra day of child care because we had no other way of getting to our children No way of getting to our family when they needed us the most Southwest left us with no options and they didn t care The service coordinators were unhelpful I ve never been so poorly treated in my life I d never recommend anyone to fly them ever again You all should be a ashamed of yourselves ,"[('Never', 'r'), ('ever', 'r'), ('poorly', 'r'), ('treated', 'v'), ('Southwest', 'n'), ('Airlines', 'n'), ('husband', 'n'), ('supposed', 'v'), ('leave', 'v'), ('Las', 'n'), ('Vegas', 'n'), ('headed', 'v'), ('back', 'r'), ('Indianapolis', 'n'), ('Monday', 'n'), ('Nov', 'n'), ('st', 'n'), ('Instead', 'r'), ('got', 'v'), ('late', 'a'), ('email', 'n'), ('pm', 'a'), ('October', 'n'), ('informing', 'v'), ('us', None), ('flight', 'n'), ('cancelled', 'v'), ('able', 'a'), ('fly', 'v'), ('next', 'a'), ('day', 'n'), ('layover', 'n'), ('Southwest', 'n'), ('refused', 'v'), ('accommodate', 'v'), ('us', None), ('hotel', 'n'), ('food', 'n'), ('different', 'a'), ('flight', 'n'), ('city', 'n'), ('close', 'r'), ('Indianapolis', 'n'), ('found', 'v'), ('lost', 'v'), ('grandmother', 'n'), ('get', 'v'), ('home', 'v'), ('Instead', 'r'), ('offered', 'v'), ('love', 'n'), ('flight', 'n'), ('voucher', 'n'), ('would', None), ('cover', 'v'), ('another', None), ('night', 'n'), ('Aria', 'n'), ('food', 'n'), ('drinks', 'n'), ('another', None), ('full', 'a'), ('day', 'n'), ('stay', 'v'), ('miss', 'v'), ('extra', 'a'), ('day', 'n'), ('work', 'n'), ('pay', 'v'), ('extra', 'a'), ('day', 'n'), ('child', 'n'), ('care', 'n'), ('way', 'n'), ('getting', 'v'), ('children', 'n'), ('way', 'n'), ('getting', 'v'), ('family', 'n'), ('needed', 'v'), ('us', None), ('Southwest', 'n'), ('left', 'v'), ('us', None), ('options', 'n'), ('care', 'v'), ('service', 'n'), ('coordinators', 'n'), ('unhelpful', 'a'), ('never', 'r'), ('poorly', 'r'), ('treated', 'v'), ('life', 'n'), ('never', 'r'), ('recommend', 'v'), ('anyone', 'n'), ('fly', 'v'), ('ever', 'r'), ('ashamed', 'n')]",  Never ever poorly treat Southwest Airlines husband suppose leave Las Vegas head back Indianapolis Monday Nov st Instead get late email pm October inform us flight cancel able fly next day layover Southwest refuse accommodate us hotel food different flight city close Indianapolis find lose grandmother get home Instead offer love flight voucher would cover another night Aria food drink another full day stay miss extra day work pay extra day child care way get child way get family need us Southwest leave us option care service coordinator unhelpful never poorly treat life never recommend anyone fly ever ashamed,-0.6626,Negative
419, SWA used to be a cool fun airline On time performance top notch flight attendants good planes Whatever it is that has happened in the past year or so the service is worse than UA and AA The flight attendants are very surly On time device is miserable and the planes are looking very tired I used to gladly fly SWA now it has become my last resort ,"[('SWA', 'n'), ('used', 'v'), ('cool', 'a'), ('fun', 'n'), ('airline', 'n'), ('time', 'n'), ('performance', 'n'), ('top', 'a'), ('notch', 'n'), ('flight', 'n'), ('attendants', 'n'), ('good', 'a'), ('planes', 'n'), ('Whatever', None), ('happened', 'v'), ('past', 'a'), ('year', 'n'), ('service', 'n'), ('worse', 'a'), ('UA', 'n'), ('AA', 'n'), ('flight', 'n'), ('attendants', 'n'), ('surly', 'r'), ('time', 'n'), ('device', 'n'), ('miserable', 'a'), ('planes', 'n'), ('looking', 'v'), ('tired', 'a'), ('used', 'v'), ('gladly', 'r'), ('fly', 'v'), ('SWA', 'n'), ('become', 'v'), ('last', 'a'), ('resort', 'n')]",  SWA use cool fun airline time performance top notch flight attendant good plane Whatever happen past year service bad UA AA flight attendant surly time device miserable plane look tired use gladly fly SWA become last resort,0.2732,Neutral
420, Flew into Denver from Dallas headed to Reno For the second time in a row the flight was changed to another gate This time the flight was delayed due to awaiting another aircraft to arrive then waiting another half hour for baggage to arrive from another flight I made it home one hour late due to SW taking care of customers instead of the others on the full flight Bye SW I m going with American next flight Choosing dollars over customers is not my type of business to do business ,"[('Flew', 'n'), ('Denver', 'n'), ('Dallas', 'n'), ('headed', 'v'), ('Reno', 'n'), ('second', 'a'), ('time', 'n'), ('row', 'n'), ('flight', 'n'), ('changed', 'v'), ('another', None), ('gate', 'n'), ('time', 'n'), ('flight', 'n'), ('delayed', 'v'), ('due', 'a'), ('awaiting', 'v'), ('another', None), ('aircraft', 'n'), ('arrive', 'v'), ('waiting', 'v'), ('another', None), ('half', 'a'), ('hour', 'n'), ('baggage', 'n'), ('arrive', 'v'), ('another', None), ('flight', 'n'), ('made', 'v'), ('home', 'v'), ('one', None), ('hour', 'n'), ('late', 'r'), ('due', 'a'), ('SW', 'n'), ('taking', 'v'), ('care', 'n'), ('customers', 'n'), ('instead', 'r'), ('others', 'n'), ('full', 'a'), ('flight', 'n'), ('Bye', 'n'), ('SW', 'n'), ('going', 'v'), ('American', 'n'), ('next', 'a'), ('flight', 'n'), ('Choosing', 'v'), ('dollars', 'n'), ('customers', 'n'), ('type', 'n'), ('business', 'n'), ('business', 'n')]",  Flew Denver Dallas head Reno second time row flight change another gate time flight delay due await another aircraft arrive wait another half hour baggage arrive another flight make home one hour late due SW take care customer instead others full flight Bye SW go American next flight Choosing dollar customer type business business,0.3182,Neutral
421, Southwest has been horrible For work I flew from Las Vegas to Dallas for a connecting flight and was suppose to fly to Tampa The connecting flight got canceled due to weather which Southwest lied I was stuck in Dallas airport for two days without any luggage Southwest could not get me back to Tampa so I had to fly to Atlanta and rent a car for to drive back to Tampa In the process my Macbook screen was shattered by Southwest and it was in my luggage Southwest denied the claim because it was past the four hours and they do not do claims on electronic equipment I couldn t report the damage within four hours because my luggage made it to Tampa without me since Southwest could not get me home On top of everything my zipper was broken lock cut off my suite case and laptop screen broken Southwest maintained it was weather related even though no other airline canceled their flights This trip with Southwest has caused many issues and I will make sure my organization will not use them again ,"[('Southwest', 'n'), ('horrible', 'a'), ('work', 'n'), ('flew', 'v'), ('Las', 'n'), ('Vegas', 'n'), ('Dallas', 'n'), ('connecting', 'n'), ('flight', 'n'), ('suppose', 'v'), ('fly', 'v'), ('Tampa', 'v'), ('connecting', 'n'), ('flight', 'n'), ('got', 'v'), ('canceled', 'v'), ('due', 'a'), ('weather', 'v'), ('Southwest', 'n'), ('lied', 'v'), ('stuck', 'v'), ('Dallas', 'n'), ('airport', 'n'), ('two', None), ('days', 'n'), ('without', None), ('luggage', 'n'), ('Southwest', 'n'), ('could', None), ('get', 'v'), ('back', 'r'), ('Tampa', 'n'), ('fly', 'v'), ('Atlanta', 'n'), ('rent', 'v'), ('car', 'n'), ('drive', 'v'), ('back', 'r'), ('Tampa', 'n'), ('process', 'n'), ('Macbook', 'n'), ('screen', 'n'), ('shattered', 'v'), ('Southwest', 'n'), ('luggage', 'n'), ('Southwest', 'n'), ('denied', 'v'), ('claim', 'n'), ('past', None), ('four', None), ('hours', 'n'), ('claims', 'n'), ('electronic', 'a'), ('equipment', 'n'), ('report', 'n'), ('damage', 'n'), ('within', None), ('four', None), ('hours', 'n'), ('luggage', 'n'), ('made', 'v'), ('Tampa', 'v'), ('without', None), ('since', None), ('Southwest', 'n'), ('could', None), ('get', 'v'), ('home', 'n'), ('top', 'n'), ('everything', 'n'), ('zipper', 'n'), ('broken', 'v'), ('lock', 'a'), ('cut', 'n'), ('suite', 'a'), ('case', 'n'), ('laptop', 'a'), ('screen', 'n'), ('broken', 'v'), ('Southwest', 'n'), ('maintained', 'v'), ('weather', 'r'), ('related', 'a'), ('even', 'r'), ('though', None), ('airline', 'n'), ('canceled', 'v'), ('flights', 'n'), ('trip', 'n'), ('Southwest', 'n'), ('caused', 'v'), ('many', 'a'), ('issues', 'n'), ('make', 'v'), ('sure', 'a'), ('organization', 'n'), ('use', 'v')]",  Southwest horrible work fly Las Vegas Dallas connecting flight suppose fly Tampa connecting flight get cancel due weather Southwest lie stick Dallas airport two day without luggage Southwest could get back Tampa fly Atlanta rent car drive back Tampa process Macbook screen shatter Southwest luggage Southwest deny claim past four hour claim electronic equipment report damage within four hour luggage make Tampa without since Southwest could get home top everything zipper break lock cut suite case laptop screen break Southwest maintain weather related even though airline cancel flight trip Southwest cause many issue make sure organization use,-0.8779,Negative
422, Reno Los Angeles via San Jose Los Angeles Reno As always Southwest is great flying out of Reno On time and friendly service Two of the three flights were on a but one leg had the max I really liked the max For the most part almost new very clean and good leg space The flights were pretty uneventful which is fine with me Standard beverage service and bag of pretzels The return flight out of Los Angeles was a half hour delayed due to weather so really can t complain about that No beverage service on that flight as turbulence was predicted because of flying through a storm but it never really materialized Had my own drink and snacks that I brought so no problem All in all Southwest always delivers when flying in and out of Reno ,"[('Reno', 'n'), ('Los', 'n'), ('Angeles', 'n'), ('via', None), ('San', 'n'), ('Jose', 'n'), ('Los', 'n'), ('Angeles', 'n'), ('Reno', 'n'), ('always', 'r'), ('Southwest', 'n'), ('great', 'a'), ('flying', 'v'), ('Reno', 'n'), ('time', 'n'), ('friendly', 'a'), ('service', 'n'), ('Two', None), ('three', None), ('flights', 'n'), ('one', None), ('leg', 'n'), ('max', 'n'), ('really', 'r'), ('liked', 'v'), ('max', 'n'), ('part', 'n'), ('almost', 'r'), ('new', 'a'), ('clean', 'a'), ('good', 'a'), ('leg', 'n'), ('space', 'n'), ('flights', 'n'), ('pretty', 'r'), ('uneventful', 'a'), ('fine', 'a'), ('Standard', 'n'), ('beverage', 'n'), ('service', 'n'), ('bag', 'n'), ('pretzels', 'n'), ('return', 'n'), ('flight', 'n'), ('Los', 'n'), ('Angeles', 'n'), ('half', 'a'), ('hour', 'n'), ('delayed', 'v'), ('due', 'a'), ('weather', 'v'), ('really', 'r'), ('complain', 'v'), ('beverage', 'n'), ('service', 'n'), ('flight', 'n'), ('turbulence', 'n'), ('predicted', 'v'), ('flying', 'v'), ('storm', 'n'), ('never', 'r'), ('really', 'r'), ('materialized', 'v'), ('drink', 'n'), ('snacks', 'v'), ('brought', 'v'), ('problem', 'n'), ('Southwest', 'n'), ('always', 'r'), ('delivers', 'v'), ('flying', 'v'), ('Reno', 'n')]",  Reno Los Angeles via San Jose Los Angeles Reno always Southwest great fly Reno time friendly service Two three flight one leg max really like max part almost new clean good leg space flight pretty uneventful fine Standard beverage service bag pretzel return flight Los Angeles half hour delay due weather really complain beverage service flight turbulence predict fly storm never really materialize drink snack bring problem Southwest always deliver fly Reno,0.9073,Positive
423, When Southwest Airlines first came out with the early bird special to purchase for early check in I thought it was a great idea However it sucks or is a scam Seven times out of seven I got in the worse boarding positions only the very first time was I in A boarding category My boarding positions were as follows when I used the early bird check in A B B C B C B I will no longer purchase the early bird special as it clearly does not check you in early for good boarding positions Oh as a side note the last check ins I did without the early bird special when I did it myself my boarding positions were A A A In case nobody knows seat are not assigned just boarding positions So when they announce that they are boarding A passengers to board the plane then A A passengers enter the plane first and get the pick of the seat then B B and then C So you can imagine how bad the seats left over were if you re in the B and especially the C categories Don t buy the early bird special it s not worth the extra money especially when they cannot even guarantee that you ll be in the A category at all I would recommend the airline because it s usually inexpensive but I would not recommend purchasing the early bird check in service because it sucks or is a scam for additional for nothing ,"[('Southwest', 'n'), ('Airlines', 'n'), ('first', 'r'), ('came', 'v'), ('early', 'a'), ('bird', 'n'), ('special', 'a'), ('purchase', 'v'), ('early', 'r'), ('check', 'n'), ('thought', 'v'), ('great', 'a'), ('idea', 'n'), ('However', 'r'), ('sucks', 'v'), ('scam', 'a'), ('Seven', 'n'), ('times', 'n'), ('seven', None), ('got', 'v'), ('worse', 'a'), ('boarding', 'n'), ('positions', 'n'), ('first', 'a'), ('time', 'n'), ('boarding', 'n'), ('category', 'n'), ('boarding', 'n'), ('positions', 'n'), ('follows', 'v'), ('used', 'v'), ('early', 'a'), ('bird', 'n'), ('check', 'n'), ('B', 'n'), ('B', 'n'), ('C', 'n'), ('B', 'n'), ('C', 'n'), ('B', 'n'), ('longer', 'r'), ('purchase', 'v'), ('early', 'a'), ('bird', 'n'), ('special', 'a'), ('clearly', 'r'), ('check', 'v'), ('early', 'r'), ('good', 'a'), ('boarding', 'n'), ('positions', 'n'), ('Oh', 'n'), ('side', 'n'), ('note', 'n'), ('last', 'a'), ('check', 'n'), ('ins', 'n'), ('without', None), ('early', 'a'), ('bird', 'n'), ('special', 'a'), ('boarding', 'v'), ('positions', 'n'), ('case', 'n'), ('nobody', 'n'), ('knows', 'v'), ('seat', 'n'), ('assigned', 'v'), ('boarding', 'v'), ('positions', 'n'), ('announce', 'v'), ('boarding', 'v'), ('passengers', 'n'), ('board', 'n'), ('plane', 'n'), ('passengers', 'n'), ('enter', 'v'), ('plane', 'n'), ('first', 'r'), ('get', 'v'), ('pick', 'n'), ('seat', 'n'), ('B', 'n'), ('B', 'n'), ('C', 'n'), ('imagine', 'v'), ('bad', 'a'), ('seats', 'n'), ('left', 'v'), ('B', 'n'), ('especially', 'r'), ('C', 'n'), ('categories', 'n'), ('buy', 'v'), ('early', 'a'), ('bird', 'n'), ('special', 'a'), ('worth', 'a'), ('extra', 'a'), ('money', 'n'), ('especially', 'r'), ('even', 'r'), ('guarantee', 'v'), ('category', 'n'), ('would', None), ('recommend', 'v'), ('airline', 'n'), ('usually', 'r'), ('inexpensive', 'a'), ('would', None), ('recommend', 'v'), ('purchasing', 'v'), ('early', 'a'), ('bird', 'n'), ('check', 'n'), ('service', 'n'), ('sucks', 'v'), ('scam', 'n'), ('additional', 'a'), ('nothing', 'n')]",  Southwest Airlines first come early bird special purchase early check think great idea However suck scam Seven time seven get bad boarding position first time boarding category boarding position follow use early bird check B B C B C B longer purchase early bird special clearly check early good boarding position Oh side note last check in without early bird special board position case nobody know seat assign board position announce board passenger board plane passenger enter plane first get pick seat B B C imagine bad seat leave B especially C category buy early bird special worth extra money especially even guarantee category would recommend airline usually inexpensive would recommend purchase early bird check service suck scam additional nothing,0.3227,Neutral
424, My entire plan was derailed because of airline staffing and delays In the end I was instead flown to LAX and unable to secure transportation without spending xs what I had planned to because of the inconvenience I believe it s fair to have the expectation that companies provide the service that you purchase on time Safety issues I might understand but poor planning isn t acceptable Use a different carrier bags fly free but you and your bags may to tardy for the party ,"[('entire', 'a'), ('plan', 'n'), ('derailed', 'v'), ('airline', 'n'), ('staffing', 'n'), ('delays', 'n'), ('end', 'n'), ('instead', 'r'), ('flown', 'v'), ('LAX', 'n'), ('unable', 'a'), ('secure', 'v'), ('transportation', 'n'), ('without', None), ('spending', 'n'), ('xs', 'n'), ('planned', 'v'), ('inconvenience', 'n'), ('believe', 'v'), ('fair', 'a'), ('expectation', 'n'), ('companies', 'n'), ('provide', 'v'), ('service', 'n'), ('purchase', 'v'), ('time', 'n'), ('Safety', 'n'), ('issues', 'n'), ('might', None), ('understand', 'v'), ('poor', 'a'), ('planning', 'n'), ('acceptable', 'a'), ('Use', 'n'), ('different', 'a'), ('carrier', 'n'), ('bags', 'n'), ('fly', 'v'), ('free', 'a'), ('bags', 'n'), ('may', None), ('tardy', 'v'), ('party', 'n')]",  entire plan derail airline staffing delay end instead fly LAX unable secure transportation without spending x plan inconvenience believe fair expectation company provide service purchase time Safety issue might understand poor planning acceptable Use different carrier bag fly free bag may tardy party,0.6908,Positive
425, Worst experience on an airplane ever I had been flying Southwest loyally for over years Today we had a flight from Hartford to Baltimore get delayed In Baltimore I had a connecting flight to Sarasota I asked the gate attendant if we would be in jeopardy of missing our connection to Sarasota She said no that flight was also delayed We arrived in the A wing ran frantically to the B wing to make our connection Myself and over other passengers found the door to board closed plane still there and we were denied access to the plane Without our knowledge Southwest changed our flights to a later flight without ever notified us all They refused to let all of us on the plane that was still sitting there I paid extra to be in the A group for priority boarding but my reissued ticket has us in the C group last people to board When asked the attendant said it would cost an additional I already paid the on my original ticket and I know from past experience that whenever I changed my reservation I never lost my A status Because Southwest made the changes that did not happen I will never fly them again Thank you Southwest for sticking a loyal customer in the back of the plane You denied us all access to our original flight delayed our original flight changed our reservation without our notice and stuck us in the back of the plane Keep your travel voucher Southwest You mistreated many customers today I will try your new competitor Avelo which is actually cheaper or Jet Blue from now on I am also going to cancel my Southwest credit card as you do not value my time and me as a customer ,"[('Worst', 'n'), ('experience', 'n'), ('airplane', 'n'), ('ever', 'r'), ('flying', 'v'), ('Southwest', 'n'), ('loyally', 'r'), ('years', 'n'), ('Today', 'n'), ('flight', 'n'), ('Hartford', 'n'), ('Baltimore', 'n'), ('get', 'v'), ('delayed', 'v'), ('Baltimore', 'n'), ('connecting', 'v'), ('flight', 'n'), ('Sarasota', 'n'), ('asked', 'v'), ('gate', 'n'), ('attendant', 'n'), ('would', None), ('jeopardy', 'n'), ('missing', 'v'), ('connection', 'n'), ('Sarasota', 'n'), ('said', 'v'), ('flight', 'n'), ('also', 'r'), ('delayed', 'v'), ('arrived', 'v'), ('wing', 'n'), ('ran', 'n'), ('frantically', 'r'), ('B', 'n'), ('wing', 'n'), ('make', 'v'), ('connection', 'n'), ('passengers', 'n'), ('found', 'v'), ('door', 'n'), ('board', 'n'), ('closed', 'v'), ('plane', 'n'), ('still', 'r'), ('denied', 'v'), ('access', 'n'), ('plane', 'n'), ('Without', None), ('knowledge', 'n'), ('Southwest', 'n'), ('changed', 'v'), ('flights', 'n'), ('later', 'a'), ('flight', 'n'), ('without', None), ('ever', 'r'), ('notified', 'v'), ('us', None), ('refused', 'v'), ('let', 'v'), ('us', None), ('plane', 'n'), ('still', 'r'), ('sitting', 'v'), ('paid', 'v'), ('extra', 'a'), ('group', 'n'), ('priority', 'n'), ('boarding', 'n'), ('reissued', 'n'), ('ticket', 'n'), ('us', None), ('C', 'n'), ('group', 'n'), ('last', 'a'), ('people', 'n'), ('board', 'n'), ('asked', 'v'), ('attendant', 'n'), ('said', 'v'), ('would', None), ('cost', 'v'), ('additional', 'a'), ('already', 'r'), ('paid', 'v'), ('original', 'a'), ('ticket', 'n'), ('know', 'v'), ('past', 'a'), ('experience', 'n'), ('whenever', 'n'), ('changed', 'v'), ('reservation', 'n'), ('never', 'r'), ('lost', 'v'), ('status', 'n'), ('Southwest', 'n'), ('made', 'v'), ('changes', 'n'), ('happen', 'v'), ('never', 'r'), ('fly', 'v'), ('Thank', 'n'), ('Southwest', 'v'), ('sticking', 'v'), ('loyal', 'a'), ('customer', 'n'), ('back', 'n'), ('plane', 'n'), ('denied', 'v'), ('us', None), ('access', 'n'), ('original', 'a'), ('flight', 'n'), ('delayed', 'v'), ('original', 'a'), ('flight', 'n'), ('changed', 'v'), ('reservation', 'n'), ('without', None), ('notice', 'n'), ('stuck', 'v'), ('us', None), ('back', 'n'), ('plane', 'n'), ('Keep', 'n'), ('travel', 'n'), ('voucher', 'r'), ('Southwest', 'n'), ('mistreated', 'v'), ('many', 'a'), ('customers', 'n'), ('today', 'n'), ('try', 'v'), ('new', 'a'), ('competitor', 'n'), ('Avelo', 'n'), ('actually', 'r'), ('cheaper', 'a'), ('Jet', 'n'), ('Blue', 'n'), ('also', 'r'), ('going', 'v'), ('cancel', 'v'), ('Southwest', 'n'), ('credit', 'n'), ('card', 'n'), ('value', 'n'), ('time', 'n'), ('customer', 'n')]",  Worst experience airplane ever fly Southwest loyally year Today flight Hartford Baltimore get delay Baltimore connect flight Sarasota ask gate attendant would jeopardy miss connection Sarasota say flight also delay arrive wing ran frantically B wing make connection passenger find door board close plane still deny access plane Without knowledge Southwest change flight late flight without ever notify us refuse let us plane still sit pay extra group priority boarding reissued ticket us C group last people board ask attendant say would cost additional already pay original ticket know past experience whenever change reservation never lose status Southwest make change happen never fly Thank Southwest stick loyal customer back plane deny us access original flight delay original flight change reservation without notice stick us back plane Keep travel voucher Southwest mistreat many customer today try new competitor Avelo actually cheap Jet Blue also go cancel Southwest credit card value time customer,-0.8249,Negative
